1404084#osu/2895932,NM
730288#osu/1541243,NM
1560870#osu/3187928,NM
571835#osu/1217004,NM
237854#osu/665240,NM
164545#osu/400564,NM
338845#osu/952215,HD
664417#osu/1406267,HD
935707#osu/1967172,HD
378803#osu/948389,HR
1530520#osu/3130529,HR
905158#osu/1915983,HR
1295671#osu/2688290,DT
360950#osu/793190,DT
111150#osu/289275,DT
20813#osu/72549,DT
1449568#osu/2980394,FM
73474#osu/209276,FM
9137#osu/49644,FM
